Valuta,Kontotype,Type,Beløp,Saldo,Dato,Referanse,Beskrivelse
NOK,"Tilgjenglig for kjøp eller uttak",Rente,26.67,304.42,"2025-03-07 08:19:39","Kvitsand Hytter AS - 4482",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,5.42,277.75,"2025-03-03 14:47:39","BM Prosjekt og Utvikling AS - 4701",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,5,272.33,"2025-03-03 11:00:40","BM Prosjekt og Utvikling AS - 4691",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,3.93,267.33,"2025-03-03 08:47:36","TBGEiendom AS - 4742",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,10,263.4,"2025-03-03 08:47:30","TBGEiendom AS - 4683",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,21.67,253.4,"2025-03-03 08:47:11","Streng AS - 4537",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,8.6,231.73,"2025-03-03 08:47:08","Torggata 5 Skien AS - 4727",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,10.83,223.13,"2025-03-03 08:47:01","Torggata 5 Skien AS - 4709",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,5.42,212.3,"2025-02-28 09:20:53","Atlas Eiendom AS - 4659",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,5.42,206.88,"2025-02-28 09:20:48","Atlas Eiendom AS - 4637",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,23.33,201.46,"2025-02-28 09:20:30","Atlas Eiendom AS - 4541",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,23.33,178.13,"2025-02-28 09:20:27","Atlas Eiendom AS - 4526",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,23.33,154.8,"2025-02-28 09:20:25","Atlas Eiendom AS - 4510",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,21.67,131.47,"2025-02-27 07:36:41","AEKO Eiendomsutvikling AS - 4501",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,6.9,109.8,"2025-02-26 09:27:05","Accrington AS  - 4726",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,20,102.9,"2025-02-26 09:27:01","Accrington AS  - 4649",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,32.05,82.9,"2025-02-24 08:49:52","Bjerget 33 Eiendom AS  - 4710",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,22.5,50.85,"2025-02-24 08:48:54","EFA Eiendom AS - 4451",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,21.67,28.35,"2025-02-24 08:48:42","EFA Eiendom AS - 4628",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,6.68,6.68,"2025-02-24 08:48:32","EFA Eiendom AS - 4711",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Kjøp,-45.94,0,"2025-02-19 09:32:58","Torggata 5 Skien AS - 4749",Tegning
NOK,"Tilgjenglig for kjøp eller uttak",Rente,5.21,45.94,"2025-02-17 10:02:33","Habitat Bolig AS - 4684",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,4.27,40.73,"2025-02-17 08:37:18","Habitat Bolig AS - 4721",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,26.04,36.46,"2025-02-17 08:37:15","Habitat Bolig AS - 4702",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,10.42,10.42,"2025-02-17 08:37:11","Habitat Bolig AS - 4665",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Kjøp,-81.67,0,"2025-02-12 09:20:05","TBGEiendom AS - 4742",Tegning
NOK,"Tilgjenglig for kjøp eller uttak",Rente,11.67,81.67,"2025-02-11 15:01:22","Thorrud Bolig AS - 4651",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,11.67,70,"2025-02-11 15:00:58","BFM 8 AS - 4671",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,5.83,58.33,"2025-02-11 15:00:55","BFM 8 AS - 4656",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,29.17,52.5,"2025-02-11 15:00:51","BFM 8 AS - 4644",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,23.33,23.33,"2025-02-11 15:00:38","BFM 8 AS - 4481",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Kjøp,-78.34,0,"2025-02-11 09:00:25","Palmeglass AS - 4730",Tegning
NOK,"Tilgjenglig for kjøp eller uttak",Rente,25,78.34,"2025-02-11 08:11:24","Quadrat Eiendom AS - 4566",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,26.67,53.34,"2025-02-07 09:56:37","Kvitsand Hytter AS - 4516",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,26.67,26.67,"2025-02-07 09:56:34","Kvitsand Hytter AS - 4482",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Kjøp,-10,0,"2025-02-04 19:26:53","Accrington AS  - 4726",Tegning
NOK,"Tilgjenglig for kjøp eller uttak",Rente,10,10,"2025-02-03 11:30:46","TBGEiendom AS - 4683",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Kjøp,-148.94,0,"2025-01-30 12:59:20","EFA Eiendom AS - 4711",Tegning
NOK,"Tilgjenglig for kjøp eller uttak",Rente,4.77,148.94,"2025-01-30 10:19:03","BM Prosjekt og Utvikling AS - 4691",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,21.67,144.17,"2025-01-30 09:20:43","Streng AS - 4537",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,5.42,122.5,"2025-01-28 08:09:26","Atlas Eiendom AS - 4659",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,5.42,117.08,"2025-01-28 08:09:23","Atlas Eiendom AS - 4637",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,23.33,111.66,"2025-01-28 08:09:07","Atlas Eiendom AS - 4541",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,23.33,88.33,"2025-01-28 08:09:05","Atlas Eiendom AS - 4526",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,23.33,65,"2025-01-28 08:09:01","Atlas Eiendom AS - 4510",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,20,41.67,"2025-01-27 08:44:02","Accrington AS  - 4649",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,21.67,21.67,"2025-01-27 08:41:48","AEKO Eiendomsutvikling AS - 4501",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Kjøp,-44.17,0,"2025-01-24 09:29:30","Torggata 5 Skien AS - 4727",Tegning
NOK,"Tilgjenglig for kjøp eller uttak",Rente,21.67,44.17,"2025-01-22 08:12:34","EFA Eiendom AS - 4628",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,22.5,22.5,"2025-01-22 08:12:18","EFA Eiendom AS - 4451",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Kjøp,-35.32,0,"2025-01-15 09:01:55","BM Prosjekt og Utvikling AS - 4701",Tegning
NOK,"Tilgjenglig for kjøp eller uttak",Rente,19.69,35.32,"2025-01-15 08:42:01","Habitat Bolig AS - 4702",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,5.21,15.63,"2025-01-15 08:41:57","Habitat Bolig AS - 4684",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,10.42,10.42,"2025-01-15 08:41:51","Habitat Bolig AS - 4665",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Kjøp,-106.67,0,"2025-01-10 09:38:11","Habitat Bolig AS - 4721",Tegning
NOK,"Tilgjenglig for kjøp eller uttak",Rente,11.67,106.67,"2025-01-10 09:10:39","Thorrud Bolig AS - 4651",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,25,95,"2025-01-10 09:09:16","Quadrat Eiendom AS - 4566",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,11.67,70,"2025-01-10 09:08:56","BFM 8 AS - 4671",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,5.83,58.33,"2025-01-10 09:08:49","BFM 8 AS - 4656",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,29.17,52.5,"2025-01-10 09:08:47","BFM 8 AS - 4644",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,23.33,23.33,"2025-01-10 09:08:37","BFM 8 AS - 4481",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Kjøp,-251.68,0,"2025-01-07 09:00:25","Bjerget 33 Eiendom AS  - 4710",Tegning
NOK,"Tilgjenglig for kjøp eller uttak",Rente,26.67,251.68,"2025-01-07 08:22:13","Kvitsand Hytter AS - 4516",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,26.67,225.01,"2025-01-07 08:22:08","Kvitsand Hytter AS - 4482",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,10,198.34,"2025-01-03 11:33:03","TBGEiendom AS - 4683",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,21.67,188.34,"2024-12-31 10:19:50","Streng AS - 4537",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,5.42,166.67,"2024-12-30 09:11:52","Atlas Eiendom AS - 4659",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,5.42,161.25,"2024-12-30 09:11:49","Atlas Eiendom AS - 4637",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,23.33,155.83,"2024-12-30 09:11:32","Atlas Eiendom AS - 4541",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,23.33,132.5,"2024-12-30 09:11:30","Atlas Eiendom AS - 4526",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,23.33,109.17,"2024-12-30 09:11:27","Atlas Eiendom AS - 4510",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,20,85.84,"2024-12-30 09:11:02","Accrington AS  - 4649",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,21.67,65.84,"2024-12-27 08:23:09","AEKO Eiendomsutvikling AS - 4501",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,21.67,44.17,"2024-12-23 10:22:13","EFA Eiendom AS - 4628",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,22.5,22.5,"2024-12-23 10:21:59","EFA Eiendom AS - 4451",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Kjøp,-12.13,0,"2024-12-20 09:05:44","BM Prosjekt og Utvikling AS - 4691",Tegning
NOK,"Tilgjenglig for kjøp eller uttak",Rente,1.71,12.13,"2024-12-18 14:29:55","Habitat Bolig AS - 4684",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,10.42,10.42,"2024-12-18 14:29:49","Habitat Bolig AS - 4665",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Kjøp,-304.03,0,"2024-12-12 09:00:59","Habitat Bolig AS - 4702",Tegning
NOK,"Tilgjenglig for kjøp eller uttak",Rente,11.67,304.03,"2024-12-12 08:04:46","Thorrud Bolig AS - 4651",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,25,292.36,"2024-12-10 08:50:30","Quadrat Eiendom AS - 4566",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,10.71,267.36,"2024-12-09 15:28:59","BFM 8 AS - 4671",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,5.83,256.65,"2024-12-09 15:28:53","BFM 8 AS - 4656",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,29.17,250.82,"2024-12-09 15:28:50","BFM 8 AS - 4644",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,23.33,221.65,"2024-12-09 15:28:38","BFM 8 AS - 4481",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,26.67,198.32,"2024-12-09 08:29:45","Kvitsand Hytter AS - 4516",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,26.67,171.65,"2024-12-09 08:29:42","Kvitsand Hytter AS - 4482",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,21.67,144.98,"2024-12-02 10:01:41","Streng AS - 4537",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,6.23,123.31,"2024-11-28 08:54:09","Atlas Eiendom AS - 4659",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,5.42,117.08,"2024-11-28 08:54:04","Atlas Eiendom AS - 4637",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,23.33,111.66,"2024-11-28 08:53:45","Atlas Eiendom AS - 4541",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,23.33,88.33,"2024-11-28 08:53:42","Atlas Eiendom AS - 4526",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,23.33,65,"2024-11-28 08:53:40","Atlas Eiendom AS - 4510",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,20,41.67,"2024-11-28 08:52:38","Accrington AS  - 4649",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,21.67,21.67,"2024-11-27 09:53:13","AEKO Eiendomsutvikling AS - 4501",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Kjøp,-44.17,0,"2024-11-25 23:00:40","Habitat Bolig AS - 4684",Tegning
NOK,"Tilgjenglig for kjøp eller uttak",Rente,21.67,44.17,"2024-11-22 08:48:19","EFA Eiendom AS - 4628",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,22.5,22.5,"2024-11-22 08:48:05","EFA Eiendom AS - 4451",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Kjøp,-340.62,0,"2024-11-20 09:06:17","TBGEiendom AS - 4683",Tegning
NOK,"Tilgjenglig for kjøp eller uttak",Rente,11.67,340.62,"2024-11-12 14:51:44","Thorrud Bolig AS - 4651",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,25,328.95,"2024-11-11 10:41:22","Quadrat Eiendom AS - 4566",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,3.25,303.95,"2024-11-11 10:41:04","BFM 8 AS - 4656",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,29.17,300.7,"2024-11-11 10:41:00","BFM 8 AS - 4644",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,23.33,271.53,"2024-11-11 10:40:48","BFM 8 AS - 4481",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,26.67,248.2,"2024-11-07 08:07:25","Kvitsand Hytter AS - 4516",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,26.67,221.53,"2024-11-07 08:07:20","Kvitsand Hytter AS - 4482",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Kjøp,-1000,194.86,"2024-11-05 09:00:18","Habitat Bolig AS - 4665",Tegning
NOK,"Tilgjenglig for kjøp eller uttak",Kjøp,-1000,1194.86,"2024-10-30 09:14:12","BFM 8 AS - 4671",Tegning
NOK,"Tilgjenglig for kjøp eller uttak",Rente,21.67,2194.86,"2024-10-30 08:51:17","Streng AS - 4537",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,21.67,2173.19,"2024-10-28 08:35:00","AEKO Eiendomsutvikling AS - 4501",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,11.18,2151.52,"2024-10-28 08:34:46","Accrington AS  - 4649",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,5.52,2140.34,"2024-10-28 08:34:17","Atlas Eiendom AS - 4637",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,23.33,2134.82,"2024-10-28 08:34:00","Atlas Eiendom AS - 4541",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,23.33,2111.49,"2024-10-28 08:33:58","Atlas Eiendom AS - 4526",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,23.33,2088.16,"2024-10-28 08:33:54","Atlas Eiendom AS - 4510",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,21.67,2064.83,"2024-10-22 10:10:33","EFA Eiendom AS - 4628",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,22.5,2043.16,"2024-10-22 10:10:20","EFA Eiendom AS - 4451",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Amortisering,2000,2020.66,"2024-10-22 08:58:08","EBH Entreprenør AS - 4599",Tilbakebetaling
NOK,"Tilgjenglig for kjøp eller uttak",Rente,20.66,20.66,"2024-10-22 08:58:06","EBH Entreprenør AS - 4599",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Kjøp,-117.01,0,"2024-10-11 14:01:49","BFM 8 AS - 4656",Tegning
NOK,"Tilgjenglig for kjøp eller uttak",Rente,15.34,117.01,"2024-10-11 08:29:02","BFM 8 AS - 4644",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,25,101.67,"2024-10-10 08:52:25","Quadrat Eiendom AS - 4566",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,23.33,76.67,"2024-10-09 08:39:07","BFM 8 AS - 4481",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,26.67,53.34,"2024-10-07 08:55:57","Kvitsand Hytter AS - 4516",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,26.67,26.67,"2024-10-07 08:55:55","Kvitsand Hytter AS - 4482",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Kjøp,-91.66,0,"2024-10-03 14:20:32","Thorrud Bolig AS - 4651",Tegning
NOK,"Tilgjenglig for kjøp eller uttak",Rente,21.67,91.66,"2024-10-01 09:18:00","Streng AS - 4537",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,23.33,69.99,"2024-09-30 08:56:18","Atlas Eiendom AS - 4541",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,23.33,46.66,"2024-09-30 08:56:15","Atlas Eiendom AS - 4526",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,23.33,23.33,"2024-09-30 08:56:13","Atlas Eiendom AS - 4510",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Kjøp,-685.22,0,"2024-09-27 14:00:29","Accrington AS  - 4649",Tegning
NOK,"Tilgjenglig for kjøp eller uttak",Rente,21.67,685.22,"2024-09-27 08:58:16","AEKO Eiendomsutvikling AS - 4501",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,16.38,663.55,"2024-09-24 08:23:08","EFA Eiendom AS - 4628",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,22.5,647.17,"2024-09-24 08:22:55","EFA Eiendom AS - 4451",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,21.67,624.67,"2024-09-23 09:52:13","EBH Entreprenør AS - 4599",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Innskudd,603,603,"2024-09-18 08:58:12",08017974326-362579343,Innskudd
NOK,"Tilgjenglig for kjøp eller uttak",Kjøp,-460.19,0,"2024-09-17 14:12:27","Atlas Eiendom AS - 4637",Tegning
NOK,"Tilgjenglig for kjøp eller uttak",Kjøp,-2500,460.19,"2024-09-13 14:00:21","BFM 8 AS - 4644",Tegning
NOK,"Tilgjenglig for kjøp eller uttak",Amortisering,2000,2960.19,"2024-09-12 16:51:59","Lager For Alle AS - 4483",Tilbakebetaling
NOK,"Tilgjenglig for kjøp eller uttak",Rente,16.44,960.19,"2024-09-12 16:51:56","Lager For Alle AS - 4483",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,25,943.75,"2024-09-10 09:14:28","Quadrat Eiendom AS - 4566",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,26.67,918.75,"2024-09-09 08:54:09","Kvitsand Hytter AS - 4516",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,26.67,892.08,"2024-09-09 08:54:04","Kvitsand Hytter AS - 4482",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,23.33,865.41,"2024-09-09 08:31:10","BFM 8 AS - 4481",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,21.67,842.08,"2024-08-30 09:08:26","Streng AS - 4537",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,23.33,820.41,"2024-08-28 08:55:27","Atlas Eiendom AS - 4541",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,23.33,797.08,"2024-08-28 08:55:25","Atlas Eiendom AS - 4526",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,23.33,773.75,"2024-08-28 08:55:22","Atlas Eiendom AS - 4510",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,21.67,750.42,"2024-08-27 09:15:32","AEKO Eiendomsutvikling AS - 4501",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,21.67,728.75,"2024-08-23 09:25:36","EBH Entreprenør AS - 4599",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,25,707.08,"2024-08-23 09:25:26","Lager For Alle AS - 4483",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,22.5,682.08,"2024-08-22 09:26:35","EFA Eiendom AS - 4451",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Kjøp,-2000,659.58,"2024-08-21 14:34:00","EFA Eiendom AS - 4628",Tegning
NOK,"Tilgjenglig for kjøp eller uttak",Rente,19.73,2659.58,"2024-08-12 08:40:17","Quadrat Eiendom AS - 4566",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,23.33,2639.85,"2024-08-09 09:06:03","BFM 8 AS - 4481",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,26.67,2616.52,"2024-08-07 09:51:31","Kvitsand Hytter AS - 4516",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,26.67,2589.85,"2024-08-07 09:51:26","Kvitsand Hytter AS - 4482",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,21.67,2563.18,"2024-07-30 09:40:20","Streng AS - 4537",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,23.33,2541.51,"2024-07-29 09:15:16","Atlas Eiendom AS - 4541",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,23.33,2518.18,"2024-07-29 09:15:14","Atlas Eiendom AS - 4526",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,23.33,2494.85,"2024-07-29 09:15:10","Atlas Eiendom AS - 4510",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,21.67,2471.52,"2024-07-29 09:14:32","AEKO Eiendomsutvikling AS - 4501",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,10.68,2449.85,"2024-07-23 08:53:50","EBH Entreprenør AS - 4599",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,25,2439.17,"2024-07-23 08:53:40","Lager For Alle AS - 4483",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,22.5,2414.17,"2024-07-22 08:38:36","EFA Eiendom AS - 4451",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Amortisering,2000,2391.67,"2024-07-10 10:00:50","LeilighetsExperten AS - 4592",Tilbakebetaling
NOK,"Tilgjenglig for kjøp eller uttak",Rente,77.5,391.67,"2024-07-10 10:00:43","LeilighetsExperten AS - 4592",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,23.33,314.17,"2024-07-09 09:45:54","BFM 8 AS - 4481",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,26.67,290.84,"2024-07-08 08:28:34","Kvitsand Hytter AS - 4516",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,26.67,264.17,"2024-07-08 08:28:31","Kvitsand Hytter AS - 4482",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,21.67,237.5,"2024-07-01 10:06:16","Streng AS - 4537",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,23.33,215.83,"2024-06-28 08:53:44","Atlas Eiendom AS - 4541",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,23.33,192.5,"2024-06-28 08:53:42","Atlas Eiendom AS - 4526",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,23.33,169.17,"2024-06-28 08:53:38","Atlas Eiendom AS - 4510",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,21.67,145.84,"2024-06-27 11:07:01","AEKO Eiendomsutvikling AS - 4501",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,25,124.17,"2024-06-24 09:34:46","Lager For Alle AS - 4483",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,22.5,99.17,"2024-06-24 08:57:38","EFA Eiendom AS - 4451",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,23.33,76.67,"2024-06-11 14:41:57","BFM 8 AS - 4481",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,26.67,53.34,"2024-06-07 08:00:01","Kvitsand Hytter AS - 4482",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,26.67,26.67,"2024-06-07 07:59:56","Kvitsand Hytter AS - 4516",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Uttak,-240.25,0,"2024-06-06 10:40:24",,"Obligatorisk utbetaling av beløp på klientkonto"
NOK,"Tilgjenglig for kjøp eller uttak",Rente,21.67,240.25,"2024-05-30 15:25:34","Streng AS - 4537",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,26.08,218.58,"2024-05-28 11:21:37","Atlas Eiendom AS - 4541",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,23.33,192.5,"2024-05-28 11:21:33","Atlas Eiendom AS - 4526",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,23.33,169.17,"2024-05-28 11:21:30","Atlas Eiendom AS - 4510",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,21.67,145.84,"2024-05-27 09:46:16","AEKO Eiendomsutvikling AS - 4501",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,25,124.17,"2024-05-23 08:40:31","Lager For Alle AS - 4483",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,22.5,99.17,"2024-05-22 08:54:37","EFA Eiendom AS - 4451",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,23.33,76.67,"2024-05-10 09:08:09","BFM 8 AS - 4481",Renteinntekt
NOK,"Tilgjenglig for kjøp eller uttak",Rente,26.67,53.34,"2024-05-07 15:33:02","Kvitsand Hytter AS - 4516",Renteinntekt
